RO Number,Line,Part Number,Part Description,Part Type,Vendor Name,RO Qty,Ordered Qty,Ordered Date,Expected Delivery,Received Qty,Invoice Date,Returned Qty,,
1035,1,EL-9379,Trim #3687,Interior,Advanced Max Group,3,3,2023-12-15,2023-12-16,3,2023-12-17,1,,
1035,2,WD-5425,Hardware #9707,Hardware,Elite Hub,1,1,2023-12-22,2023-12-29,1,2023-12-27,0,,
1035,3,IN-5476,Assembly #4698,Engine,National Online Motors,1,1,2023-12-28,2023-12-29,1,2023-12-31,1,,
1035,4,IN-3023,Assembly #9625,Engine,Apex Plus Group,2,2,2023-12-08,2023-12-12,2,2023-12-12,0,,
1035,5,EL-2623,Panel #3797,Suspension,ACE Max Services #199,5,5,2023-12-08,2023-12-13,5,2023-12-11,1,,
1035,6,WG-3090,Engine #1155,Glass,Midwest Pro Hub,5,5,2023-12-13,2023-12-16,5,2023-12-18,1,,
1035,7,SU-5081,Trim #7852,Exterior,Premier Group,3,3,2023-12-10,2023-12-12,3,2023-12-11,1,,
1035,8,HD-9529,Electrical #6000,Hardware,Elite Max Distributors,5,5,2023-12-30,2024-01-02,5,2024-01-02,1,,
1035,9,SU-4932,Hardware #3705,Trim,National Direct Hub,1,1,2023-12-28,2024-01-04,1,2023-12-29,0,,
1035,10,EN-9334,Assembly #8858,Exterior,National Plus Center,4,4,2023-12-07,2023-12-13,4,2023-12-08,1,,
1035,11,EX-1119,Interior #9754,Suspension,Elite Pro Supplies,1,1,2024-01-05,2024-01-11,0,,0,,
1035,12,EN-9577,Electrical #3864,Hardware,Pro Direct Motors,5,5,2024-01-04,2024-01-10,5,2024-01-08,0,,
1035,13,HD-3793,Suspension #2855,Suspension,Pro Max Components #127,1,1,2023-12-10,2023-12-15,1,2023-12-14,1,,
1036,1,WG-5809,Engine #4490,Panel,Superior Express Components #291,1,1,2024-01-05,2024-01-12,1,2024-01-08,1,,
1036,2,EL-8999,Panel #6828,Panel,Superior Express Supplies #235,5,5,2023-12-27,2023-12-29,5,2023-12-28,1,,
1036,3,HD-6808,Panel #2660,Interior,Superior Motors,1,1,2023-12-23,2023-12-26,1,2023-12-26,0,,
1036,4,WG-1113,Assembly #5098,Electrical,ACE Max Distributors,2,2,2023-12-14,2023-12-15,2,2023-12-18,0,,
1036,5,WD-8185,Exterior #3651,Assembly,Apex Express Motors,4,4,2023-12-27,2023-12-30,4,2023-12-29,1,,
1036,6,FM-1659,Assembly #7464,Interior,Pro Components,2,2,2023-12-29,2023-12-30,2,2023-12-30,0,,
1036,7,HD-9012,Glass #9119,Assembly,Superior Max Center,4,4,2023-12-04,2023-12-06,4,2023-12-07,0,,
1036,8,WD-1346,Assembly #3548,Suspension,Premier Online Supplies,4,4,2023-12-27,2024-01-01,4,2023-12-29,0,,
1036,9,EL-1131,Interior #8867,Engine,Quality Direct Center #144,1,1,2023-12-02,2023-12-09,1,2023-12-05,1,,
1036,10,SU-9376,Assembly #5087,Engine,Elite Direct Solutions,2,2,2024-01-02,2024-01-03,2,2024-01-07,0,,
1036,11,SU-2688,Glass #3968,Electrical,National Max Services,4,4,2023-12-18,2023-12-24,4,2023-12-20,1,,
1036,12,CP-3395,Interior #1289,Trim,Advanced Direct Services,1,1,2023-12-16,2023-12-17,0,,0,,
1036,13,DM-7980,Exterior #2005,Glass,ACE Hub,4,4,2023-12-07,2023-12-14,2,2023-12-09,0,,
1037,1,CP-6240,Panel #3977,Panel,National Components,3,3,2023-12-05,2023-12-08,1,2023-12-08,1,,
1037,2,FM-2650,Interior #4028,Engine,Superior Motors,2,2,2023-12-05,2023-12-11,2,2023-12-08,1,,
1037,3,DM-6907,Suspension #9664,Trim,National Pro Supplies,1,1,2023-12-25,2023-12-28,1,2023-12-26,0,,
1037,4,WD-3137,Trim #2971,Panel,Advanced Pro Distributors,5,5,2023-12-17,2023-12-23,5,2023-12-21,0,,
1037,5,FM-8769,Electrical #9741,Assembly,ACE Max Components,1,1,2023-12-14,2023-12-20,1,2023-12-15,1,,
1037,6,DM-8347,Hardware #8145,Hardware,Superior Express Distributors #247,3,3,2023-12-10,2023-12-12,3,2023-12-15,1,,
1037,7,EL-5491,Assembly #5745,Panel,Premier Online Supplies #289,5,5,2023-12-28,2024-01-02,5,2023-12-29,0,,
1037,8,EN-9723,Glass #2228,Assembly,Advanced Pro Group,2,2,2023-12-05,2023-12-12,2,2023-12-09,1,,
1037,9,CP-4015,Panel #3621,Trim,Premier Pro Supplies,4,4,2024-01-03,2024-01-07,4,2024-01-07,1,,
1037,10,IN-9401,Exterior #9254,Glass,Advanced Direct Group,3,0,,,0,,0,,
1037,11,CP-1747,Glass #4902,Engine,Apex Max Supplies,5,5,2023-12-16,2023-12-19,5,2023-12-17,0,,
1037,12,EX-1844,Electrical #4440,Glass,Superior Pro Services,3,3,2024-01-11,2024-01-13,3,2024-01-13,1,,
1037,13,WD-9999,Engine #3189,Interior,ACE Online Motors,5,5,2023-12-02,2023-12-08,5,2023-12-05,1,,
1038,1,SU-5582,Assembly #5194,Panel,Elite Plus Components,1,1,2023-12-22,2023-12-23,1,2023-12-25,0,,
1038,2,EX-8244,Electrical #6312,Engine,Elite Online Supplies,4,4,2024-01-08,2024-01-09,4,2024-01-11,0,,
1038,3,CP-8109,Suspension #3430,Exterior,Elite Express Distributors,4,4,2024-01-08,2024-01-14,4,2024-01-10,1,,
1038,4,SU-3955,Engine #1344,Engine,Premier Online Center,2,2,2024-01-02,2024-01-04,2,2024-01-04,1,,
1038,5,BD-2180,Interior #5018,Exterior,Premier Hub,5,5,2023-12-13,2023-12-20,5,2023-12-15,0,,
1038,6,HD-7291,Panel #2802,Panel,ACE Max Components,1,1,2023-12-08,2023-12-14,1,2023-12-13,0,,
1038,7,IN-1153,Hardware #9886,Suspension,Quality Direct Center,3,3,2023-12-10,2023-12-12,3,2023-12-12,0,,
1038,8,FM-6435,Exterior #3531,Electrical,Pro Online Hub,5,5,2023-12-14,2023-12-16,5,2023-12-18,0,,
1038,9,EX-1729,Hardware #9923,Engine,ACE Pro Group,5,5,2024-01-05,2024-01-11,5,2024-01-06,0,,
1038,10,CP-7998,Interior #3414,Suspension,Advanced Express Hub,1,1,2024-01-03,2024-01-10,1,2024-01-05,0,,
1038,11,WD-4678,Hardware #5617,Suspension,Premier Express Components,1,1,2023-12-16,2023-12-22,1,2023-12-20,0,,
1038,12,EL-3475,Assembly #8022,Glass,Pro Distributors #171,1,1,2024-01-10,2024-01-13,0,,0,,
1038,13,DM-2702,Engine #9179,Suspension,Apex Components,2,2,2024-01-09,2024-01-11,2,2024-01-12,1,,
1039,1,BD-3401,Suspension #3421,Interior,Premier Supplies,4,0,,,0,,0,,
1039,2,DM-3089,Assembly #7308,Suspension,Advanced Plus Components,3,3,2023-12-06,2023-12-07,3,2023-12-08,0,,
1039,3,BD-5028,Interior #7859,Glass,Midwest Online Center #254,4,4,2024-01-02,2024-01-06,4,2024-01-07,1,,
1039,4,WD-7911,Glass #4593,Hardware,Midwest Pro Motors #120,5,5,2024-01-05,2024-01-10,5,2024-01-07,1,,
1039,5,BD-2804,Panel #6723,Suspension,ACE Plus Components,1,1,2023-12-25,2023-12-26,1,2023-12-28,1,,
1039,6,EX-4679,Panel #3257,Hardware,Pro Solutions,5,5,2023-12-20,2023-12-24,3,2023-12-22,0,,
1039,7,HD-7089,Panel #2736,Trim,National Express Group,4,0,,,0,,0,,
1039,8,WD-5014,Hardware #1204,Trim,Midwest Pro Services,2,2,2024-01-09,2024-01-16,2,2024-01-12,0,,
1039,9,WG-7742,Suspension #8274,Panel,Advanced Express Hub,2,2,2023-12-11,2023-12-18,2,2023-12-16,1,,
1039,10,TR-3627,Panel #7494,Interior,Midwest Direct Solutions #232,1,1,2023-12-09,2023-12-11,0,,0,,
1039,11,SU-4724,Interior #3569,Engine,Elite Express Distributors,5,5,2024-01-06,2024-01-12,5,2024-01-11,1,,
1039,12,EL-1917,Electrical #7427,Assembly,Midwest Motors,2,2,2024-01-04,2024-01-08,2,2024-01-06,1,,
1039,13,EX-7233,Assembly #1895,Suspension,Midwest Supplies #217,4,4,2024-01-09,2024-01-16,3,2024-01-12,1,,
1040,1,EL-6496,Panel #4924,Engine,Premier Online Center,1,1,2023-12-14,2023-12-17,0,,0,,
1040,2,IN-6064,Electrical #4305,Panel,Apex Online Center #123,5,5,2024-01-05,2024-01-06,0,,0,,
1040,3,FD-1787,Suspension #2527,Engine,Quality Hub,5,5,2023-12-19,2023-12-20,5,2023-12-20,1,,
1040,4,DM-7400,Suspension #3122,Hardware,Pro Components,4,4,2023-12-24,2023-12-31,4,2023-12-29,0,,
1040,5,EL-7260,Exterior #1612,Engine,Superior Express Supplies #82,5,5,2023-12-28,2024-01-03,5,2023-12-30,0,,
1040,6,IN-3307,Assembly #9218,Glass,Quality Pro Supplies,1,1,2023-12-11,2023-12-17,1,2023-12-13,0,,
1040,7,EL-8059,Panel #7350,Electrical,Quality Express Distributors #106,3,3,2023-12-23,2023-12-27,3,2023-12-26,1,,
1040,8,BD-6071,Glass #2428,Exterior,Quality Max Services,2,2,2024-01-10,2024-01-15,1,2024-01-11,0,,
1040,9,FM-6952,Suspension #2461,Hardware,Premier Direct Auto Parts,3,3,2023-12-31,2024-01-03,3,2024-01-02,0,,
1040,10,WD-8999,Panel #6955,Engine,Superior Express Services,3,3,2023-12-31,2024-01-03,3,2024-01-04,0,,
1040,11,TR-6138,Suspension #2367,Interior,Pro Pro Services,2,2,2023-12-28,2024-01-04,2,2024-01-01,1,,
1040,12,SU-5011,Glass #1130,Assembly,National Max Auto Parts,1,1,2023-12-30,2024-01-02,1,2024-01-04,0,,
1040,13,HD-8573,Hardware #6716,Exterior,Premier Plus Hub,4,4,2023-12-20,2023-12-24,4,2023-12-21,0,,
1041,1,HD-8096,Electrical #7578,Suspension,National Pro Hub,1,1,2024-01-05,2024-01-12,1,2024-01-07,0,,
1041,2,WD-5560,Exterior #1627,Glass,Midwest Pro Hub,4,4,2023-12-22,2023-12-25,4,2023-12-24,1,,
1041,3,EL-7230,Panel #6922,Interior,National Pro Auto Parts,3,3,2024-01-01,2024-01-03,3,2024-01-06,0,,
1041,4,FM-3885,Hardware #3322,Hardware,National Plus Solutions,1,1,2023-12-15,2023-12-16,1,2023-12-19,1,,
1041,5,EN-5250,Assembly #1880,Hardware,National Hub,4,4,2023-12-27,2023-12-28,4,2023-12-31,0,,
1041,6,WG-8790,Glass #3632,Interior,Apex Express Motors,2,2,2023-12-23,2023-12-30,2,2023-12-26,1,,
1041,7,WD-3369,Suspension #6185,Panel,Quality Online Hub,5,5,2024-01-07,2024-01-11,5,2024-01-12,0,,
1041,8,FM-9531,Panel #8381,Assembly,Advanced Plus Center,3,3,2023-12-31,2024-01-02,3,2024-01-01,1,,
1041,9,HD-9947,Assembly #7185,Electrical,Quality Express Components,2,2,2024-01-11,2024-01-16,0,,0,,
1041,10,EX-6960,Panel #5947,Engine,Quality Max Solutions #257,5,5,2023-12-15,2023-12-17,5,2023-12-16,1,,
1041,11,DM-6770,Glass #7977,Glass,Pro Distributors #171,4,4,2023-12-09,2023-12-15,4,2023-12-13,1,,
1041,12,TR-8141,Interior #5669,Interior,Premier Max Auto Parts,3,3,2023-12-09,2023-12-11,3,2023-12-11,0,,
1042,1,WD-1269,Trim #7738,Hardware,Midwest Online Center #254,1,1,2024-01-10,2024-01-17,0,,0,,
1042,2,EN-5749,Interior #4471,Electrical,Midwest Direct Solutions #232,4,4,2024-01-10,2024-01-15,0,,0,,
1042,3,DM-8601,Interior #7484,Panel,Superior Online Group,4,4,2024-01-06,2024-01-10,0,,0,,
1042,4,EN-4957,Panel #7792,Panel,Elite Online Auto Parts,3,3,2023-12-16,2023-12-21,3,2023-12-19,1,,
1042,5,DM-3792,Trim #8045,Electrical,National Express Distributors,5,5,2023-12-03,2023-12-05,5,2023-12-08,1,,
1042,6,BD-7396,Assembly #7604,Suspension,Quality Direct Supplies #264,4,4,2023-12-27,2023-12-29,4,2023-12-28,1,,
1042,7,EN-7422,Engine #3605,Suspension,Elite Online Supplies,2,2,2023-12-12,2023-12-16,2,2023-12-17,0,,
1042,8,FD-3507,Panel #9907,Hardware,National Solutions,4,0,,,0,,0,,
1042,9,CP-4633,Engine #4175,Glass,Elite Pro Supplies,4,4,2023-12-03,2023-12-09,4,2023-12-06,0,,
1042,10,BD-1379,Trim #2694,Hardware,Superior Express Supplies #235,1,1,2023-12-26,2024-01-02,1,2023-12-29,0,,
1042,11,WD-9097,Suspension #4407,Interior,Apex Express Hub,3,3,2024-01-09,2024-01-10,1,2024-01-11,0,,
1042,12,WD-8971,Hardware #4445,Interior,Elite Plus Auto Parts #192,3,0,,,0,,0,,
1043,1,BD-1515,Hardware #6616,Suspension,Superior Express Distributors #247,2,2,2024-01-11,2024-01-15,2,2024-01-14,0,,
1043,2,WD-4159,Trim #1484,Glass,Advanced Online Components,2,2,2024-01-10,2024-01-15,2,2024-01-15,1,,
1043,3,CP-1483,Suspension #3270,Electrical,Midwest Direct Components #42,2,2,2024-01-04,2024-01-09,2,2024-01-07,0,,
1043,4,SU-5822,Exterior #9123,Interior,Quality Direct Components,2,2,2023-12-10,2023-12-13,2,2023-12-11,1,,
1043,5,WD-6105,Assembly #4372,Exterior,Quality Express Solutions,2,2,2023-12-27,2023-12-29,2,2023-12-30,1,,
1043,6,EL-7275,Interior #4272,Trim,ACE Max Services #180,3,3,2023-12-30,2024-01-03,3,2024-01-02,0,,
1043,7,TR-5146,Trim #7714,Engine,Quality Express Components #271,4,4,2023-12-25,2023-12-31,4,2023-12-27,0,,
1043,8,BD-6286,Interior #4046,Suspension,Elite Pro Supplies,1,0,,,0,,0,,
1043,9,FD-6219,Panel #6388,Electrical,Midwest Direct Services,2,2,2023-12-15,2023-12-21,2,2023-12-18,0,,
1043,10,HD-5646,Trim #4476,Glass,Premier Pro Supplies,2,2,2024-01-07,2024-01-14,2,2024-01-12,0,,
1043,11,EN-8130,Suspension #6244,Electrical,Advanced Plus Group,5,5,2023-12-08,2023-12-13,5,2023-12-09,1,,
1043,12,WD-3033,Exterior #3803,Trim,Premier Max Distributors,1,1,2023-12-05,2023-12-12,1,2023-12-08,1,,
1044,1,EN-1076,Exterior #5659,Assembly,Premier Hub,1,1,2024-01-08,2024-01-12,1,2024-01-11,0,,
1044,2,WD-8698,Hardware #7800,Engine,National Plus Solutions,1,1,2023-12-04,2023-12-09,1,2023-12-07,0,,
1044,3,WG-1771,Interior #5889,Exterior,Advanced Express Distributors,1,1,2023-12-22,2023-12-29,1,2023-12-27,1,,
1044,4,CP-1783,Panel #3273,Hardware,Apex Direct Center,5,5,2023-12-09,2023-12-16,5,2023-12-10,0,,
1044,5,SU-1860,Engine #1705,Hardware,Advanced Supplies,2,2,2023-12-29,2023-12-31,2,2024-01-01,0,,
1044,6,SU-3790,Assembly #8548,Hardware,Midwest Pro Distributors,5,5,2023-12-21,2023-12-22,5,2023-12-25,1,,
1044,7,TR-9644,Electrical #8830,Exterior,Advanced Direct Center,5,5,2023-12-22,2023-12-29,3,2023-12-26,0,,
1044,8,IN-5853,Hardware #6783,Glass,Quality Online Components,2,2,2023-12-22,2023-12-29,2,2023-12-23,1,,
1044,9,CP-1215,Electrical #8670,Interior,Apex Pro Solutions,4,4,2023-12-15,2023-12-21,0,,0,,
1044,10,IN-6108,Exterior #3523,Glass,Midwest Plus Auto Parts,5,5,2024-01-02,2024-01-03,5,2024-01-07,1,,
1044,11,IN-7556,Electrical #2124,Engine,Advanced Direct Auto Parts,4,4,2023-12-10,2023-12-12,4,2023-12-14,0,,
1044,12,WG-2755,Hardware #4941,Panel,Superior Express Supplies #235,5,5,2023-12-12,2023-12-18,5,2023-12-13,0,,
1045,1,EN-9698,Exterior #6766,Engine,ACE Max Services,5,0,,,0,,0,,
1045,2,TR-6467,Panel #8230,Engine,Superior Express Distributors,2,2,2023-12-07,2023-12-10,2,2023-12-11,1,,
1045,3,CP-7597,Assembly #5520,Glass,Advanced Express Distributors,4,4,2023-12-08,2023-12-09,4,2023-12-10,1,,
1045,4,WD-4597,Hardware #1870,Panel,Pro Max Hub #294,1,1,2024-01-04,2024-01-08,0,,0,,
1045,5,CP-7628,Interior #7437,Hardware,Advanced Center,1,1,2023-12-19,2023-12-21,0,,0,,
1045,6,SU-5718,Panel #2544,Assembly,Quality Max Solutions #257,2,2,2023-12-19,2023-12-23,2,2023-12-22,1,,
1045,7,EN-2137,Assembly #4069,Suspension,Elite Max Services #233,2,2,2024-01-10,2024-01-14,2,2024-01-12,1,,
1045,8,BD-5322,Hardware #3797,Panel,ACE Max Services #180,4,4,2023-12-11,2023-12-12,4,2023-12-14,0,,
1045,9,EX-5055,Exterior #2792,Panel,Midwest Direct Solutions,5,0,,,0,,0,,
1045,10,IN-2538,Hardware #5990,Suspension,Pro Plus Distributors,5,5,2023-12-20,2023-12-27,5,2023-12-22,0,,
1045,11,FM-6968,Exterior #1222,Suspension,ACE Group,5,5,2024-01-02,2024-01-08,5,2024-01-05,1,,
1045,12,FM-9508,Panel #3423,Interior,Advanced Center,5,5,2023-12-23,2023-12-28,5,2023-12-27,0,,
1046,1,DM-4380,Hardware #4175,Interior,Premier Online Services,2,2,2023-12-11,2023-12-14,2,2023-12-16,1,,
1046,2,FM-6715,Suspension #7406,Trim,Midwest Pro Services,4,4,2023-12-19,2023-12-25,4,2023-12-24,0,,
1046,3,EX-3014,Interior #8455,Trim,Advanced Online Hub,5,5,2023-12-19,2023-12-22,5,2023-12-24,1,,
1046,4,EN-3461,Glass #5747,Trim,Apex Plus Components,4,4,2023-12-20,2023-12-21,4,2023-12-22,1,,
1046,5,WG-1670,Electrical #5636,Trim,Quality Direct Hub,1,1,2023-12-12,2023-12-15,1,2023-12-15,0,,
1046,6,FD-5119,Assembly #6737,Engine,Quality Max Solutions #257,4,4,2023-12-05,2023-12-09,4,2023-12-08,0,,
1046,7,HD-2322,Engine #4585,Panel,National Pro Auto Parts,3,3,2024-01-06,2024-01-08,3,2024-01-08,0,,
1046,8,WD-5280,Engine #6091,Assembly,Superior Motors #288,4,4,2023-12-24,2023-12-26,4,2023-12-28,1,,
1046,9,FM-3223,Interior #4268,Engine,Elite Max Distributors,5,5,2023-12-29,2024-01-04,5,2023-12-31,0,,
1046,10,HD-8158,Hardware #3270,Glass,Quality Plus Center,4,4,2023-12-07,2023-12-10,4,2023-12-12,0,,
1046,11,HD-8643,Interior #7721,Exterior,National Online Hub,3,3,2023-12-22,2023-12-27,3,2023-12-26,1,,
1046,12,EL-5954,Electrical #9391,Suspension,Midwest Pro Motors,4,4,2024-01-06,2024-01-07,4,2024-01-07,0,,
1047,1,BD-7601,Panel #8582,Glass,Superior Express Supplies #235,3,3,2024-01-10,2024-01-15,3,2024-01-11,1,,
1047,2,EL-2595,Engine #8888,Suspension,Apex Direct Solutions,1,1,2023-12-05,2023-12-06,0,,0,,
1047,3,TR-3361,Glass #9115,Assembly,Advanced Pro Distributors #114,5,5,2023-12-09,2023-12-15,5,2023-12-10,0,,
1047,4,EL-4288,Hardware #2100,Panel,Advanced Max Group,3,3,2024-01-11,2024-01-18,3,2024-01-12,1,,
1047,5,WG-1403,Glass #8271,Interior,Pro Online Hub,2,2,2024-01-09,2024-01-10,2,2024-01-11,0,,
1047,6,EX-8194,Trim #3018,Interior,Superior Group #74,2,2,2023-12-09,2023-12-12,2,2023-12-11,1,,
1047,7,WG-8871,Engine #5742,Hardware,Advanced Express Distributors,2,2,2024-01-11,2024-01-12,2,2024-01-13,0,,
1047,8,HD-7960,Assembly #1458,Engine,Quality Pro Components,4,4,2023-12-25,2023-12-31,4,2023-12-26,1,,
1047,9,EN-8282,Panel #6811,Assembly,Premier Plus Hub,5,5,2023-12-09,2023-12-14,5,2023-12-12,0,,
1047,10,BD-6861,Glass #9244,Electrical,Quality Express Components,5,0,,,0,,0,,
1047,11,WG-3294,Engine #5963,Interior,Elite Online Group,2,2,2023-12-26,2023-12-31,1,2023-12-31,1,,
1047,12,BD-6309,Trim #6703,Trim,Premier Hub,5,5,2024-01-01,2024-01-05,5,2024-01-03,1,,
1048,1,SU-3607,Electrical #2581,Hardware,Superior Express Supplies #255,4,0,,,0,,0,,
1048,2,SU-7292,Interior #2054,Panel,Elite Online Components,2,2,2023-12-22,2023-12-29,2,2023-12-23,0,,
1048,3,EL-1482,Assembly #6261,Hardware,Advanced Plus Center,1,1,2023-12-09,2023-12-10,1,2023-12-13,1,,
1048,4,CP-5136,Exterior #8168,Engine,ACE Plus Components #115,5,5,2023-12-26,2023-12-28,5,2023-12-31,0,,
1048,5,EL-1397,Hardware #4334,Panel,ACE Plus Components,5,5,2023-12-14,2023-12-20,5,2023-12-16,0,,
1048,6,DM-4036,Glass #9129,Electrical,Quality Express Distributors #106,5,5,2023-12-02,2023-12-05,5,2023-12-07,0,,
1048,7,IN-2100,Exterior #8004,Interior,Elite Direct Hub,3,3,2024-01-07,2024-01-14,3,2024-01-10,0,,
1048,8,WG-4777,Panel #9856,Suspension,Advanced Online Components,5,5,2024-01-07,2024-01-08,2,2024-01-08,0,,
1048,9,WD-3586,Engine #2225,Glass,Pro Max Hub #294,3,3,2023-12-16,2023-12-23,3,2023-12-20,1,,
1048,10,HD-1928,Glass #2816,Trim,Pro Online Motors,5,5,2023-12-17,2023-12-24,5,2023-12-22,1,,
1048,11,DM-7904,Engine #4285,Suspension,Premier Online Auto Parts,2,0,,,0,,0,,
1048,12,WG-2194,Trim #1579,Suspension,Elite Direct Hub,3,3,2023-12-15,2023-12-20,3,2023-12-16,0,,
1049,1,BD-5432,Panel #2704,Panel,Midwest Online Center #254,1,1,2023-12-28,2024-01-02,1,2024-01-02,1,,
1049,2,IN-4731,Panel #1906,Panel,Advanced Plus Group,4,4,2024-01-03,2024-01-05,4,2024-01-07,1,,
1049,3,FD-7342,Interior #3051,Interior,ACE Hub,1,1,2024-01-05,2024-01-10,1,2024-01-10,1,,
1049,4,DM-4172,Suspension #8152,Panel,Apex Max Hub,1,1,2024-01-06,2024-01-08,0,,0,,
1049,5,IN-1244,Electrical #1931,Hardware,National Direct Hub,2,2,2023-12-16,2023-12-17,2,2023-12-20,0,,
1049,6,EL-5001,Engine #3125,Trim,Quality Express Auto Parts,1,1,2023-12-10,2023-12-14,1,2023-12-13,1,,
1049,7,FM-9907,Electrical #9108,Suspension,Advanced Center,1,1,2024-01-01,2024-01-07,0,,0,,
1049,8,EX-5001,Glass #5383,Suspension,Midwest Direct Hub #277,3,3,2023-12-30,2024-01-05,3,2024-01-04,1,,
1049,9,CP-3246,Glass #4777,Engine,Quality Max Auto Parts #283,4,4,2024-01-03,2024-01-04,3,2024-01-06,0,,
1049,10,SU-8213,Exterior #2871,Panel,Superior Express Supplies #255,2,2,2023-12-15,2023-12-16,2,2023-12-16,0,,
1049,11,FD-5572,Trim #7290,Exterior,Superior Max Services,4,4,2023-12-04,2023-12-07,4,2023-12-07,0,,
1049,12,BD-8062,Glass #1856,Engine,Midwest Services,2,2,2023-12-26,2023-12-30,2,2023-12-28,1,,
1050,1,EX-5301,Trim #4547,Panel,Advanced Max Hub,1,1,2024-01-05,2024-01-12,1,2024-01-10,1,,
1050,2,SU-5709,Glass #8594,Interior,Quality Plus Services,1,1,2024-01-10,2024-01-14,1,2024-01-11,1,,
1050,3,SU-4903,Assembly #1248,Engine,National Plus Solutions,2,2,2024-01-07,2024-01-14,2,2024-01-11,1,,
1050,4,FD-5493,Suspension #5403,Engine,Midwest Direct Components,3,3,2023-12-07,2023-12-09,3,2023-12-10,1,,
1050,5,WG-8581,Panel #8207,Panel,Midwest Direct Services,3,3,2023-12-09,2023-12-12,3,2023-12-12,0,,
1050,6,FD-2303,Engine #6145,Hardware,Elite Express Center,5,5,2023-12-04,2023-12-07,5,2023-12-06,1,,
1050,7,BD-4726,Assembly #3406,Trim,Superior Group,3,3,2023-12-13,2023-12-16,3,2023-12-16,1,,
1050,8,EL-6199,Panel #4734,Panel,Advanced Direct Group,2,2,2023-12-16,2023-12-17,2,2023-12-21,1,,
1050,9,EL-4845,Suspension #2788,Hardware,Pro Pro Services,3,3,2023-12-18,2023-12-19,3,2023-12-23,0,,
1050,10,EL-7084,Interior #2169,Interior,Quality Direct Center #144,2,2,2023-12-30,2023-12-31,2,2024-01-01,1,,
1050,11,EN-7139,Exterior #5817,Trim,Advanced Online Motors,3,3,2023-12-11,2023-12-12,3,2023-12-14,1,,
1050,12,BD-1418,Hardware #4464,Suspension,Apex Direct Components #261,5,0,,,0,,0,,
1051,1,EN-3458,Interior #2285,Hardware,Advanced Pro Distributors #114,2,2,2024-01-08,2024-01-14,2,2024-01-12,0,,
1051,2,EX-9646,Panel #8738,Glass,Apex Max Center,5,5,2024-01-07,2024-01-12,5,2024-01-11,0,,
1051,3,DM-4982,Suspension #4782,Exterior,Premier Max Solutions,5,5,2023-12-30,2024-01-02,5,2024-01-02,0,,
1051,4,DM-9284,Hardware #6935,Exterior,Premier Direct Services,4,4,2023-12-09,2023-12-15,4,2023-12-12,0,,
1051,5,IN-7678,Trim #3263,Trim,Premier Direct Group #133,5,5,2023-12-30,2024-01-06,5,2024-01-01,0,,
1051,6,TR-3431,Trim #9096,Electrical,Premier Max Components,1,1,2023-12-20,2023-12-23,1,2023-12-24,1,,
1051,7,SU-2654,Assembly #1558,Interior,Advanced Components,4,4,2023-12-31,2024-01-01,4,2024-01-03,1,,
1051,8,BD-7591,Glass #4955,Engine,ACE Max Services,5,5,2023-12-12,2023-12-13,3,2023-12-16,1,,
1051,9,SU-1741,Hardware #6815,Exterior,Pro Online Services,5,5,2023-12-23,2023-12-30,5,2023-12-28,0,,
1051,10,SU-3205,Assembly #9345,Hardware,Quality Online Hub,4,4,2024-01-11,2024-01-15,4,2024-01-14,1,,
1051,11,WG-3895,Glass #5576,Hardware,Pro Direct Group,4,4,2023-12-02,2023-12-07,4,2023-12-06,1,,
1051,12,FM-6288,Interior #6219,Assembly,Pro Solutions,5,5,2023-12-21,2023-12-25,5,2023-12-26,1,,
1052,1,EL-6150,Hardware #6690,Engine,Elite Online Motors,2,2,2023-12-04,2023-12-11,2,2023-12-08,1,,
1052,2,FM-5250,Trim #2738,Electrical,Premier Online Solutions,4,4,2023-12-09,2023-12-12,4,2023-12-11,0,,
1052,3,EL-1651,Glass #9813,Electrical,National Group,5,5,2023-12-11,2023-12-12,5,2023-12-13,0,,
1052,4,EL-7987,Exterior #9534,Assembly,Midwest Direct Solutions #232,3,3,2024-01-02,2024-01-09,3,2024-01-04,1,,
1052,5,WG-5309,Hardware #3241,Engine,Superior Pro Services,1,1,2023-12-20,2023-12-21,1,2023-12-24,1,,
1052,6,DM-3567,Glass #6494,Engine,Midwest Direct Solutions #232,2,2,2023-12-24,2023-12-31,0,,0,,
1052,7,HD-2645,Glass #6202,Electrical,Apex Plus Components,1,1,2024-01-11,2024-01-17,1,2024-01-14,0,,
1052,8,EL-7163,Electrical #4205,Engine,ACE Max Distributors,1,1,2024-01-11,2024-01-12,1,2024-01-13,0,,
1052,9,CP-2453,Glass #4509,Panel,Advanced Motors,4,4,2023-12-11,2023-12-15,4,2023-12-14,0,,
1052,10,HD-5310,Trim #7230,Trim,Midwest Pro Motors #120,2,2,2023-12-06,2023-12-10,2,2023-12-08,0,,
1052,11,FM-8947,Exterior #7425,Trim,Premier Express Solutions,2,2,2024-01-11,2024-01-14,2,2024-01-14,0,,
1052,12,HD-8326,Suspension #5053,Interior,Superior Pro Services,2,2,2024-01-05,2024-01-09,2,2024-01-06,1,,
1053,1,SU-3098,Exterior #9014,Trim,Midwest Online Center,1,1,2023-12-13,2023-12-17,1,2023-12-16,1,,
1053,2,FD-6295,Engine #6203,Interior,Apex Online Group,5,5,2023-12-17,2023-12-18,5,2023-12-19,1,,
